ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	TWAS.FDR	trait_full_name	GWAS_name	cell_type	gene	trait	method	p_value	significance	log10_p	direction	symbol	GWAS
ENSG00000235615_ENSG00000235615	2	131964731	131979873	0.703	rs11893421	4.08	rs13035892	0.32347	5.71	-2.8085	5388	30	enet	0.4	9.3e-10	-4.4379	9.08e-06	0.01949476	Depression	GCST90476683_MoodDisorders.h.FUSION.txt	Excitatory_neuron	ENSG00000235615_ENSG00000235615	Depression	TWAS	9.08e-06	TRUE	5.04191415147891	Negative	ENSG00000235615	GCST90476683_MoodDisorders.h.FUSION
ENSG00000249001_ENSG00000249001	4	87568035	87733956	0.443	rs73839658	3.6	rs1212166	0.004305	-3.76	-1.2569	4889	4889	bslmm	0.045	0.039	4.4251	9.64e-06	0.02069708	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Excitatory_neuron	ENSG00000249001_ENSG00000249001	Do_you_smoke_now	TWAS	9.64e-06	TRUE	5.01592296609717	Positive	ENSG00000249001	GCST90479468_SubstanceUse.h.FUSION
ENSG00000127561_SYNGR3	16	1989660	1994275	0.343	rs238677	4.48	rs11863652	-0.002222	-3.96	2.533	5245	5245	bslmm	0.064	0.017	-4.4242	9.68e-06	0.0096615	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Excitatory_neuron	ENSG00000127561_SYNGR3	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	9.68e-06	TRUE	5.01412464269161	Negative	SYNGR3	GCST90479446_SleepDisorders.h.FUSION
ENSG00000145685_LHFPL2	5	78485215	78770021	0.474	rs56975117	-3.61	rs73120612	0.0148	4.21	-2.6807	5469	5469	bslmm	0.094	0.0046	-4.3522	1.35e-05	0.0096615	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Excitatory_neuron	ENSG00000145685_LHFPL2	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	1.35e-05	TRUE	4.86966623150499	Negative	LHFPL2	GCST90479446_SleepDisorders.h.FUSION
ENSG00000261373_VPS9D1-AS1	16	89711856	89718165	0.319	rs74033796	4.2	rs7193682	0.010352	-3.79	-1.62558	3918	3918	blup	0.021	0.11	4.3252	1.52e-05	0.0328624	Schizophrenia	SCZ_AFR_Schizophrenia_FUSION.txt	Excitatory_neuron	ENSG00000261373_VPS9D1-AS1	Schizophrenia	TWAS	1.52e-05	TRUE	4.81815641205523	Positive	VPS9D1-AS1	SCZ_AFR_Schizophrenia_FUSION
ENSG00000086189_DIMT1	5	62347284	62403943	0.568	rs78815174	3.88	rs247260	0.144	-4.07	1.76146	4234	4234	bslmm	0.15	0.00039	-4.25626	2.08e-05	0.0446576	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Excitatory_neuron	ENSG00000086189_DIMT1	Stroke_or_Transient_Ischemic_Attack	TWAS	2.08e-05	TRUE	4.68193666503724	Negative	DIMT1	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000196335_STK31	7	23710203	23832513	0.626	rs156287	4.62	rs10950961	0.07019	4.09	-1.4378	5708	5708	bslmm	0.18	9.9e-05	-4.2334	2.3e-05	0.049381	Depression	GCST90476921_MoodDisorders.h.FUSION.txt	Excitatory_neuron	ENSG00000196335_STK31	Depression	TWAS	2.3e-05	TRUE	4.63827216398241	Negative	STK31	GCST90476921_MoodDisorders.h.FUSION
ENSG00000198624_CCDC69	5	151181052	151224093	0.492	rs7737884	-4.46	rs153443	-0.00965	3.71	-0.5446	5607	5607	bslmm	0.034	0.062	-4.219	2.45e-05	0.013150375	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Excitatory_neuron	ENSG00000198624_CCDC69	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	2.45e-05	TRUE	4.61083391563547	Negative	CCDC69	GCST90479446_SleepDisorders.h.FUSION
ENSG00000167965_MLST8	16	2204248	2209453	0.616	rs238677	4.48	rs111540699	-0.000252	3.18	-1.5086	5005	5005	bslmm	0.013	0.17	-3.9764	7e-05	0.030058	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	Excitatory_neuron	ENSG00000167965_MLST8	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	7e-05	TRUE	4.15490195998574	Negative	MLST8	GCST90479446_SleepDisorders.h.FUSION
ENSG00000102886_GDPD3	16	30104810	30113537	0.331	rs139603062	3.93	rs139603062	-0.0106	3.75	3.9272	2672	44	enet	0.075	0.01	4.53076	5.88e-06	0.01239504	Depression	GCST90476683_MoodDisorders.h.FUSION.txt	Inhibitory_neuron	ENSG00000102886_GDPD3	Depression	TWAS	5.88e-06	TRUE	5.23062267392386	Positive	GDPD3	GCST90476683_MoodDisorders.h.FUSION
ENSG00000124588_NQO2	6	2987987	3019755	0.702	rs6920128	4.22	rs55723270	0.040348	-3.54	-2.59891	2946	2946	bslmm	0.11	0.0021	4.37062	1.24e-05	0.0261392	Alzheimers_or_Other_Dementia	GCST90477006_Cognitive_Neurodegenerative.h.FUSION.txt	Inhibitory_neuron	ENSG00000124588_NQO2	Alzheimers_or_Other_Dementia	TWAS	1.24e-05	TRUE	4.90657831483777	Positive	NQO2	GCST90477006_Cognitive_Neurodegenerative.h.FUSION
ENSG00000214113_LYRM4	6	5103629	5260950	0.647	rs1107111	3.89	rs392870	0.021711	4.36	-1.83598	7062	7062	bslmm	0.066	0.016	-4.28059	1.86e-05	0.0392088	Abnormal_movement	GCST90477574_Movement_Motor.h.FUSION.txt	Inhibitory_neuron	ENSG00000214113_LYRM4	Abnormal_movement	TWAS	1.86e-05	TRUE	4.73048705578208	Negative	LYRM4	GCST90477574_Movement_Motor.h.FUSION
ENSG00000230212_CBR1-AS1	21	36069642	36126640	0.867	rs7282157	-4.78	rs8126976	-0.00994	3.91	-1.1137	5441	5441	bslmm	0.12	0.0012	4.1443	3.41e-05	0.0404736	Disturbance_of_skin_sensation	GCST90478777_OtherNeurological.h.FUSION.txt	Inhibitory_neuron	ENSG00000230212_CBR1-AS1	Disturbance_of_skin_sensation	TWAS	3.41e-05	TRUE	4.4672456210075	Positive	CBR1-AS1	GCST90478777_OtherNeurological.h.FUSION
ENSG00000260469_INSYN1-AS1	15	73752317	73770613	0.229	rs885740	4.12	rs885740	0.02796	-3.61	4.1172	3648	1	top1	0.028	0.083	-4.1172	3.84e-05	0.0404736	Disturbance_of_skin_sensation	GCST90478777_OtherNeurological.h.FUSION.txt	Inhibitory_neuron	ENSG00000260469_INSYN1-AS1	Disturbance_of_skin_sensation	TWAS	3.84e-05	TRUE	4.41566877563247	Negative	INSYN1-AS1	GCST90478777_OtherNeurological.h.FUSION
ENSG00000151553_FHIP2A	10	114821744	114899832	0.588	rs146297334	-4.52	rs10787534	0.00681	-3.77	0.9812	4855	4855	bslmm	0.046	0.037	4.6681	3.04e-06	0.00271776	Cerebrovascular_disease	GCST90477982_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000151553_FHIP2A	Cerebrovascular_disease	TWAS	3.04e-06	TRUE	5.51712641639125	Positive	FHIP2A	GCST90477982_Brain_Cerebrovascular.h.FUSION
ENSG00000185022_MAFF	22	38200767	38216507	0.442	rs5756854	-3.76	rs6001388	-0.012278	3.56	-0.2418	4990	4990	bslmm	-0.00067	0.33	4.3979	1.09e-05	0.0097446	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	GCST90477283_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000185022_MAFF	Benign_neoplasm_of_brain_and_other_parts_of_nervous_system	TWAS	1.09e-05	TRUE	4.96257350205938	Positive	MAFF	GCST90477283_Brain_Cerebrovascular.h.FUSION
ENSG00000232684_ATP11A-AS1	13	112745449	112754693	0.483	rs2257442	-4.24	rs280795	0.00316	3.65	2.7275	5473	5473	blup	0.17	0.00019	4.3203	1.56e-05	0.0139464	Central_or_nonobstroctive_sleep_apnea	GCST90477486_SleepDisorders.h.FUSION.txt	Microglia	ENSG00000232684_ATP11A-AS1	Central_or_nonobstroctive_sleep_apnea	TWAS	1.56e-05	TRUE	4.80687540164554	Positive	ATP11A-AS1	GCST90477486_SleepDisorders.h.FUSION
ENSG00000136925_TSTD2	9	97600080	97633368	0.538	rs7045221	4.41	rs56281459	0.05566	4.38	4.2858	4527	1	top1	0.056	0.024	4.28578	1.82e-05	0.0162708	Depression	GCST90476879_MoodDisorders.h.FUSION.txt	Microglia	ENSG00000136925_TSTD2	Depression	TWAS	1.82e-05	TRUE	4.73992861201492	Positive	TSTD2	GCST90476879_MoodDisorders.h.FUSION
ENSG00000160688_FLAD1	1	154983338	154993111	0.356	rs76298727	-3.96	rs6699080	0.000328	-3.33	2.37755	2966	13	enet	0.015	0.15	-4.2441	2.19e-05	0.0197319	Schizophrenia	SCZ_AFR_Schizophrenia_FUSION.txt	Microglia	ENSG00000160688_FLAD1	Schizophrenia	TWAS	2.19e-05	TRUE	4.65955588515988	Negative	FLAD1	SCZ_AFR_Schizophrenia_FUSION
ENSG00000185022_MAFF	22	38200767	38216507	0.442	rs149602937	3.7	rs6001388	-0.012278	3.56	-0.1069	4990	4990	bslmm	-0.00067	0.33	4.1012	4.11e-05	0.0367434	Benign_neoplasm_of_brain_cranial_nerves_meninges	GCST90477285_Brain_Cerebrovascular.h.FUSION.txt	Microglia	ENSG00000185022_MAFF	Benign_neoplasm_of_brain_cranial_nerves_meninges	TWAS	4.11e-05	TRUE	4.38615817812393	Positive	MAFF	GCST90477285_Brain_Cerebrovascular.h.FUSION
ENSG00000235652_EPM2A-DT	6	145799409	145887430	0.204	rs2814876	3.42	rs144674939	-0.013811	-3.18	-1.226	4530	4530	bslmm	-0.0016	0.35	3.9504	7.8e-05	0.0421968	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000235652_EPM2A-DT	Facial_nerve_disorders	TWAS	7.8e-05	TRUE	4.10790539730952	Positive	EPM2A-DT	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000273151_ENSG00000273151	7	879790	886547	0.606	rs3735684	3.62	rs73047938	-0.01271	3.54	2.0512	6247	6247	bslmm	0.081	0.0081	3.904	9.44e-05	0.0421968	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Microglia	ENSG00000273151_ENSG00000273151	Facial_nerve_disorders	TWAS	9.44e-05	TRUE	4.02502800570193	Positive	ENSG00000273151	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000163093_BBS5	2	169479480	169506655	0.485	rs573225	-4.2	rs4668263	-0.00139	-3.96	-0.587	5063	5063	bslmm	0.031	0.076	4.75456	1.99e-06	0.00241586	Do_you_smoke_now	GCST90479468_SubstanceUse.h.FUSION.txt	Oligodendrocyte	ENSG00000163093_BBS5	Do_you_smoke_now	TWAS	1.99e-06	TRUE	5.70114692359029	Positive	BBS5	GCST90479468_SubstanceUse.h.FUSION
ENSG00000291258_ENSG00000291258	15	28815346	28859007	1	rs147495388	-3.99	rs7170496	0.180396	5.23	-3.9451	4528	4528	bslmm	0.29	8.1e-07	-4.6196	3.84e-06	0.00466176	Encephalopathy_not_elsewhere_classified	GCST90477567_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000291258_ENSG00000291258	Encephalopathy_not_elsewhere_classified	TWAS	3.84e-06	TRUE	5.41566877563247	Negative	ENSG00000291258	GCST90477567_Brain_Cerebrovascular.h.FUSION
ENSG00000140937_CDH11	16	64943753	65126112	0.39	rs8051747	-5.5	rs4245621	-0.00808	-3.75	-2.09851	5456	5456	blup	0.00068	0.31	4.488	7.19e-06	0.00872866	Stroke_or_Transient_Ischemic_Attack	GCST90479382_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000140937_CDH11	Stroke_or_Transient_Ischemic_Attack	TWAS	7.19e-06	TRUE	5.14327110961712	Positive	CDH11	GCST90479382_Brain_Cerebrovascular.h.FUSION
ENSG00000008128_CDK11A	1	1702379	1724357	0.428	rs28376104	4.3	rs28376104	-0.00387	-3.53	4.3038	4796	2	enet	0.0055	0.24	-4.30327	1.68e-05	0.0203952	Chronic_pain_syndrome	GCST90477603_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000008128_CDK11A	Chronic_pain_syndrome	TWAS	1.68e-05	TRUE	4.77469071827414	Negative	CDK11A	GCST90477603_OtherNeurological.h.FUSION
ENSG00000101460_MAP1LC3A	20	34546854	34560345	0.44	rs8120546	-3.47	rs6579204	0.01204	-3.76	1.9917	3238	3238	bslmm	0.12	0.0017	-4.297	1.73e-05	0.0210022	Depression	GCST90477003_MoodDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000101460_MAP1LC3A	Depression	TWAS	1.73e-05	TRUE	4.7619538968712	Negative	MAP1LC3A	GCST90477003_MoodDisorders.h.FUSION
ENSG00000286512_ENSG00000286512	6	2353427	2386110	0.861	rs6920128	4.22	rs7744933	0.00271	2.84	-1.3441	949	949	bslmm	0.09	0.0066	-4.2801	1.87e-05	0.0227018	Alzheimers_or_Other_Dementia	GCST90477006_Cognitive_Neurodegenerative.h.FUSION.txt	Oligodendrocyte	ENSG00000286512_ENSG00000286512	Alzheimers_or_Other_Dementia	TWAS	1.87e-05	TRUE	4.7281583934635	Negative	ENSG00000286512	GCST90477006_Cognitive_Neurodegenerative.h.FUSION
ENSG00000115760_BIRC6	2	32357023	32619571	0.71	rs111945600	3.57	rs79846756	0.003566	4	2.2713	3905	90	enet	0.032	0.075	4.2118	2.53e-05	0.0160248	Complex_regional_or_central_pain_syndrome	GCST90477600_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000115760_BIRC6	Complex_regional_or_central_pain_syndrome	TWAS	2.53e-05	TRUE	4.59687947882418	Positive	BIRC6	GCST90477600_OtherNeurological.h.FUSION
ENSG00000076555_ACACB	12	109116587	109268226	0.587	rs11066394	3.42	rs75661624	0.094369	-3.69	0.57913	4549	4549	bslmm	0.13	0.0012	-4.2028	2.64e-05	0.0160248	Complex_regional_or_central_pain_syndrome	GCST90477600_OtherNeurological.h.FUSION.txt	Oligodendrocyte	ENSG00000076555_ACACB	Complex_regional_or_central_pain_syndrome	TWAS	2.64e-05	TRUE	4.57839607313017	Negative	ACACB	GCST90477600_OtherNeurological.h.FUSION
ENSG00000127080_IPPK	9	92613183	92670131	0.351	rs9775485	4.43	rs10821122	0.01766	-3.67	1.9439	4286	4286	bslmm	0.046	0.042	-4.1668	3.09e-05	0.0375126	Stroke_or_Transient_Ischemic_Attack	GCST90476667_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000127080_IPPK	Stroke_or_Transient_Ischemic_Attack	TWAS	3.09e-05	TRUE	4.51004152057517	Negative	IPPK	GCST90476667_Brain_Cerebrovascular.h.FUSION
ENSG00000092758_COL9A3	20	62816244	62841159	0.726	rs7265917	4.41	rs6010811	-0.00869	4.06	-0.334	6269	6269	bslmm	0.18	0.00016	-4.1452	3.4e-05	0.041276	Extrapyramidal_disease_and_abnormal_movement_disorders	GCST90477511_Movement_Motor.h.FUSION.txt	Oligodendrocyte	ENSG00000092758_COL9A3	Extrapyramidal_disease_and_abnormal_movement_disorders	TWAS	3.4e-05	TRUE	4.46852108295774	Negative	COL9A3	GCST90477511_Movement_Motor.h.FUSION
ENSG00000115548_KDM3A	2	86440647	86492716	0.311	rs145298500	4.12	rs145298500	0.014023	-3	4.1199	3484	1	top1	0.014	0.16	-4.1199	3.79e-05	0.0460106	Bipolar_Disorder	GCST90479398_MoodDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000115548_KDM3A	Bipolar_Disorder	TWAS	3.79e-05	TRUE	4.42136079003193	Negative	KDM3A	GCST90479398_MoodDisorders.h.FUSION
ENSG00000146416_AIG1	6	143060496	143341058	0.583	rs118161	-3.65	rs839556	-0.01458	3.95	-2.1834	4937	4937	bslmm	0.021	0.12	-4.11142	3.93e-05	0.0477102	Depression	GCST90479401_MoodDisorders.h.FUSION.txt	Oligodendrocyte	ENSG00000146416_AIG1	Depression	TWAS	3.93e-05	TRUE	4.40560744962457	Negative	AIG1	GCST90479401_MoodDisorders.h.FUSION
ENSG00000255517_DPP3-DT	11	66473490	66480296	0.288	rs7131592	-4.1	rs7131592	0.177921	3.66	-4.10324	2991	1	top1	0.18	0.00016	-4.1032	4.07e-05	0.0494098	Facial_nerve_disorders	GCST90477593_SpinalCord_Nerves.h.FUSION.txt	Oligodendrocyte	ENSG00000255517_DPP3-DT	Facial_nerve_disorders	TWAS	4.07e-05	TRUE	4.39040559077478	Negative	DPP3-DT	GCST90477593_SpinalCord_Nerves.h.FUSION
ENSG00000109790_KLHL5	4	39045039	39126857	0.625	rs3796521	3.88	rs12644680	-0.009129	-3.51	-0.1909	5263	5263	bslmm	0.058	0.025	4.0059	6.18e-05	0.0375126	Stroke_or_Transient_Ischemic_Attack	GCST90476667_Brain_Cerebrovascular.h.FUSION.txt	Oligodendrocyte	ENSG00000109790_KLHL5	Stroke_or_Transient_Ischemic_Attack	TWAS	6.18e-05	TRUE	4.20901152491118	Positive	KLHL5	GCST90476667_Brain_Cerebrovascular.h.FUSION
ENSG00000171735_CAMTA1	1	6785454	7769706	0.717	rs7521809	3.29	rs7545893	0.0025	-4.15	-1.6005	7459	7459	bslmm	0.019	0.13	3.76506	0.000167	0.032899	PTSD	SORTED_PTSD_AA7_ALL_study_specific_PCs1.txt	Oligodendrocyte	ENSG00000171735_CAMTA1	PTSD	TWAS	0.000167	TRUE	3.77728352885242	Positive	CAMTA1	SORTED_PTSD_AA7_ALL_study_specific_PCs1
ENSG00000164983_TMEM65	8	124306189	124372701	0.863	rs7461069	3.44	rs13256524	-0.00977	-3.86	-0.0871	5567	5567	bslmm	0.098	0.0038	4.9719	6.63e-07	0.000858585	Depression	GCST90476683_MoodDisorders.h.FUSION.txt	OPC	ENSG00000164983_TMEM65	Depression	TWAS	6.63e-07	TRUE	6.17848647159523	Positive	TMEM65	GCST90476683_MoodDisorders.h.FUSION
ENSG00000189067_LITAF	16	11547722	11636381	0.708	rs6498290	-4.11	rs6498290	0.004673	3.61	-4.11404	7574	7574	blup	0.039	0.051	-4.69709	2.64e-06	0.0034188	Abnormal_movement	GCST90477574_Movement_Motor.h.FUSION.txt	OPC	ENSG00000189067_LITAF	Abnormal_movement	TWAS	2.64e-06	TRUE	5.57839607313017	Negative	LITAF	GCST90477574_Movement_Motor.h.FUSION
ENSG00000162065_TBC1D24	16	2475051	2509560	0.631	rs79732217	4.67	rs79732217	0.028402	-4.41	4.6651	4996	1	top1	0.028	0.081	-4.6651	3.08e-06	0.0039886	Degenerative_disease_of_the_spinal_cord	GCST90477517_SpinalCord_Nerves.h.FUSION.txt	OPC	ENSG00000162065_TBC1D24	Degenerative_disease_of_the_spinal_cord	TWAS	3.08e-06	TRUE	5.51144928349956	Negative	TBC1D24	GCST90477517_SpinalCord_Nerves.h.FUSION
ENSG00000237975_FLG-AS1	1	152168125	152445456	0.325	rs73009634	-3.75	rs61813181	-0.013858	-4.53	2.36	5521	5521	blup	0.066	0.015	-4.5736	4.79e-06	0.00626053	Schizophrenia	SCZ_AFR_Schizophrenia_FUSION.txt	OPC	ENSG00000237975_FLG-AS1	Schizophrenia	TWAS	4.79e-06	TRUE	5.31966448658544	Negative	FLG-AS1	SCZ_AFR_Schizophrenia_FUSION
ENSG00000270362_HMGN3-AS1	6	79233699	79236797	0.485	rs7748798	-3.34	rs4599589	-0.01018	-3.63	0.7822	4702	4702	bslmm	0.13	0.0011	-4.3824	1.17e-05	0.0151515	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	GCST90479446_SleepDisorders.h.FUSION.txt	OPC	ENSG00000270362_HMGN3-AS1	Feeling_unsatisfied_or_not_rested_by_your_nights_sleep	TWAS	1.17e-05	TRUE	4.93181413825384	Negative	HMGN3-AS1	GCST90479446_SleepDisorders.h.FUSION
ENSG00000175611_ERCC6L2-AS1	9	95759231	95876049	0.536	rs59083789	-3.85	rs2149564	0.0153	-4.17	2.4441	4524	4524	blup	0.13	0.0011	-4.2293	2.34e-05	0.030303	Chronic_fatigue_syndrome	GCST90479177_OtherNeurological.h.FUSION.txt	OPC	ENSG00000175611_ERCC6L2-AS1	Chronic_fatigue_syndrome	TWAS	2.34e-05	TRUE	4.63078414258986	Negative	ERCC6L2-AS1	GCST90479177_OtherNeurological.h.FUSION
